"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","08:23:52","0","0","0.0"
