"60.55","100",".1972999088.1972999824",".1972999088.1972999888","0","0","0",".1972999088.1972999600","0",".1972999088.1972998224",".1972999088.1972999696","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1972962224.1972962992",".1972962224.1972963056","0","0","0",".1972962224.1972962800","0",".1972962224.1972962544",".1972962224.1972962864","18:48:43"
"60.55","100",".1973101488.1973102256",".1973101488.1973102320","0","0","0",".1973101488.1973102064","0",".1973101488.1973101808",".1973101488.1973102128","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
"60.55","100",".1972904880.1972905648",".1972904880.1972905712","0","0","0",".1972904880.1972905456","0",".1972904880.1972905200",".1972904880.1972905520","18:48:43"
